measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,1,Global,3,Both,22,All ages,429,Breast cancer,1,Number,2021,674199.4127323164,720822.5506086979,623371.5464594928
1,Deaths,1,Global,3,Both,22,All ages,429,Breast cancer,2,Percent,2021,0.009934558899582493,0.010476079062538949,0.009211172677538857
1,Deaths,1,Global,3,Both,22,All ages,429,Breast cancer,3,Rate,2021,8.543520826385715,9.134333784563825,7.899425139172435
1,Deaths,1,Global,3,Both,22,All ages,432,Cervical cancer,1,Number,2021,296667.2419142357,321905.71690746455,272058.62282246683
1,Deaths,1,Global,3,Both,22,All ages,432,Cervical cancer,2,Percent,2021,0.004370832527450107,0.004665640794378884,0.004067484553151962
1,Deaths,1,Global,3,Both,22,All ages,432,Cervical cancer,3,Rate,2021,3.75939627346874,4.079220694342982,3.4475534481137506
1,Deaths,1,Global,3,Both,22,All ages,435,Uterine cancer,1,Number,2021,97672.08135002268,108061.53898314656,86515.79363692197
1,Deaths,1,Global,3,Both,22,All ages,435,Uterine cancer,2,Percent,2021,0.0014393687901195944,0.001596532742895542,0.0012760870534725785
1,Deaths,1,Global,3,Both,22,All ages,435,Uterine cancer,3,Rate,2021,1.237710157279052,1.369366379439969,1.0963365894265524
1,Deaths,1,Global,3,Both,22,All ages,438,Prostate cancer,1,Number,2021,432463.3321280798,463645.27659686544,381872.7851761238
1,Deaths,1,Global,3,Both,22,All ages,438,Prostate cancer,2,Percent,2021,0.006373284065022043,0.006894149210907406,0.005561410139333111
1,Deaths,1,Global,3,Both,22,All ages,438,Prostate cancer,3,Rate,2021,5.480217595726955,5.875358242463237,4.839129242133426
1,Deaths,1,Global,3,Both,22,All ages,441,Colon and rectum cancer,1,Number,2021,1044072.2109567161,1120169.3353408312,950187.6097589601
1,Deaths,1,Global,3,Both,22,All ages,441,Colon and rectum cancer,2,Percent,2021,0.015383429587183722,0.01631168040633363,0.0141786606948987
1,Deaths,1,Global,3,Both,22,All ages,441,Colon and rectum cancer,3,Rate,2021,13.230585061486694,14.194895256253783,12.040870222728138
1,Deaths,1,Global,3,Both,22,All ages,444,Lip and oral cavity cancer,1,Number,2021,208379.42822687645,224162.0771911071,191287.97335230542
1,Deaths,1,Global,3,Both,22,All ages,444,Lip and oral cavity cancer,2,Percent,2021,0.0030704955328291587,0.003248949605208922,0.002815220403103333
1,Deaths,1,Global,3,Both,22,All ages,444,Lip and oral cavity cancer,3,Rate,2021,2.6406044728394216,2.8406037424545945,2.424019886860105
1,Deaths,1,Global,3,Both,22,All ages,447,Nasopharynx cancer,1,Number,2021,75358.67023293299,83706.344289194,67515.37496030713
1,Deaths,1,Global,3,Both,22,All ages,447,Nasopharynx cancer,2,Percent,2021,0.0011099874674527744,0.0012095128372642096,0.001010046204203113
1,Deaths,1,Global,3,Both,22,All ages,447,Nasopharynx cancer,3,Rate,2021,0.9549524316174716,1.0607349728132796,0.8555614276449168
1,Deaths,1,Global,3,Both,22,All ages,450,Other pharynx cancer,1,Number,2021,98435.11468186467,105484.90263576568,91566.8111137236
1,Deaths,1,Global,3,Both,22,All ages,450,Other pharynx cancer,2,Percent,2021,0.0014505251990759031,0.001562332514776441,0.0013497324447246514
1,Deaths,1,Global,3,Both,22,All ages,450,Other pharynx cancer,3,Rate,2021,1.2473793902073314,1.336714991912565,1.1603435763691925
1,Deaths,1,Global,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2021,171961.16536888963,194238.42212608253,142351.84768481329
1,Deaths,1,Global,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,2,Percent,2021,0.0025340682619751304,0.0028837086879545397,0.0020564983781358155
1,Deaths,1,Global,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2021,2.1791086878949564,2.461408261975699,1.8038965214177132
1,Deaths,1,Global,3,Both,22,All ages,456,Pancreatic cancer,1,Number,2021,505752.16383183165,543899.4068382942,461224.42425184237
1,Deaths,1,Global,3,Both,22,All ages,456,Pancreatic cancer,2,Percent,2021,0.007452222560487741,0.007937480256087143,0.0068266378575956264
1,Deaths,1,Global,3,Both,22,All ages,456,Pancreatic cancer,3,Rate,2021,6.408940831282599,6.892346421587252,5.844680965033568
1,Deaths,1,Global,3,Both,22,All ages,459,Malignant skin melanoma,1,Number,2021,61549.73143579219,66265.02205197877,54852.449838530236
1,Deaths,1,Global,3,Both,22,All ages,459,Malignant skin melanoma,2,Percent,2021,0.0009071030127995748,0.0009820367289674892,0.000812120548798736
1,Deaths,1,Global,3,Both,22,All ages,459,Malignant skin melanoma,3,Rate,2021,0.779964210068101,0.8397168334330312,0.6950956033535245
1,Deaths,1,Global,3,Both,22,All ages,462,Non-melanoma skin cancer,1,Number,2021,56913.2307466503,63037.41545581188,48761.351319748515
1,Deaths,1,Global,3,Both,22,All ages,462,Non-melanoma skin cancer,2,Percent,2021,0.0008385942650493289,0.000919020557841981,0.0007205233004097054
1,Deaths,1,Global,3,Both,22,All ages,462,Non-melanoma skin cancer,3,Rate,2021,0.7212100203563342,0.7988162873142225,0.6179086078326005
1,Deaths,1,Global,3,Both,22,All ages,465,Ovarian cancer,1,Number,2021,185608.6782150416,201012.67172322524,167961.97888577436
1,Deaths,1,Global,3,Both,22,All ages,465,Ovarian cancer,2,Percent,2021,0.002735148956268283,0.0029248714724525917,0.0024616620951745036
1,Deaths,1,Global,3,Both,22,All ages,465,Ovarian cancer,3,Rate,2021,2.3520513040223294,2.5472522147044185,2.1284306060665736
1,Deaths,1,Global,3,Both,22,All ages,468,Testicular cancer,1,Number,2021,11388.300721894417,12055.62259560701,10770.696944634268
1,Deaths,1,Global,3,Both,22,All ages,468,Testicular cancer,2,Percent,2021,0.00016780298689369815,0.00017546379191126117,0.00016027985012097973
1,Deaths,1,Global,3,Both,22,All ages,468,Testicular cancer,3,Rate,2021,0.14431365936724572,0.1527700273472484,0.1364873239628694
1,Deaths,1,Global,3,Both,22,All ages,471,Kidney cancer,1,Number,2021,161194.54180675137,169348.2848557712,150317.57158299707
1,Deaths,1,Global,3,Both,22,All ages,471,Kidney cancer,2,Percent,2021,0.0023753465026745487,0.002479376403134991,0.0022278484983982265
1,Deaths,1,Global,3,Both,22,All ages,471,Kidney cancer,3,Rate,2021,2.0426729822330465,2.145998010758327,1.9048389528944258
1,Deaths,1,Global,3,Both,22,All ages,474,Bladder cancer,1,Number,2021,221888.32315714975,242326.4608882479,200567.1678837723
1,Deaths,1,Global,3,Both,22,All ages,474,Bladder cancer,2,Percent,2021,0.003269610961526063,0.0035735001286049013,0.002983075000307832
1,Deaths,1,Global,3,Both,22,All ages,474,Bladder cancer,3,Rate,2021,2.811790509194026,3.070784587297008,2.541606746525834
1,Deaths,1,Global,3,Both,22,All ages,477,Brain and central nervous system cancer,1,Number,2021,258626.79905479914,296133.93972036307,222185.21325288547
1,Deaths,1,Global,3,Both,22,All ages,477,Brain and central nervous system cancer,2,Percent,2021,0.003810447460705482,0.004349316719768002,0.003323016113016219
1,Deaths,1,Global,3,Both,22,All ages,477,Brain and central nervous system cancer,3,Rate,2021,3.2773440650614196,3.7526382159651863,2.815552729492895
1,Deaths,1,Global,3,Both,22,All ages,480,Thyroid cancer,1,Number,2021,44798.54165743666,48541.0043965831,39924.72756137713
1,Deaths,1,Global,3,Both,22,All ages,480,Thyroid cancer,2,Percent,2021,0.0006601187879905001,0.0007160611736603726,0.000586951523170184
1,Deaths,1,Global,3,Both,22,All ages,480,Thyroid cancer,3,Rate,2021,0.5676914966313981,0.615116350094694,0.5059300482420187
1,Deaths,1,Global,3,Both,22,All ages,483,Mesothelioma,1,Number,2021,29618.934346252634,31764.63026524193,27424.48097899445
1,Deaths,1,Global,3,Both,22,All ages,483,Mesothelioma,2,Percent,2021,0.00043649967774902164,0.0004668000427554768,0.0004027683412196016
1,Deaths,1,Global,3,Both,22,All ages,483,Mesothelioma,3,Rate,2021,0.37533402975987384,0.40252449807648516,0.34752570229527197
1,Deaths,1,Global,3,Both,22,All ages,484,Hodgkin lymphoma,1,Number,2021,28179.989584609102,35652.96385974608,20895.402708872487
1,Deaths,1,Global,3,Both,22,All ages,484,Hodgkin lymphoma,2,Percent,2021,0.00041528144234690903,0.0005216494380461858,0.00031299262300987486
1,Deaths,1,Global,3,Both,22,All ages,484,Hodgkin lymphoma,3,Rate,2021,0.35709958115764545,0.4517978412702312,0.264788584575419
1,Deaths,1,Global,3,Both,22,All ages,485,Non-Hodgkin lymphoma,1,Number,2021,267061.2032772285,288695.7236972967,246094.68959597455
1,Deaths,1,Global,3,Both,22,All ages,485,Non-Hodgkin lymphoma,2,Percent,2021,0.003935057903693779,0.0042307822018494,0.003624163444891538
1,Deaths,1,Global,3,Both,22,All ages,485,Non-Hodgkin lymphoma,3,Rate,2021,3.384225659396317,3.658380415818667,3.1185359496314473
1,Deaths,1,Global,3,Both,22,All ages,486,Multiple myeloma,1,Number,2021,116359.62665053726,128470.56755307346,103078.62447071595
1,Deaths,1,Global,3,Both,22,All ages,486,Multiple myeloma,2,Percent,2021,0.0017148113233837311,0.0018912098591173348,0.0015081069699744488
1,Deaths,1,Global,3,Both,22,All ages,486,Multiple myeloma,3,Rate,2021,1.4745205570715003,1.627991583408667,1.3062223999153928
1,Deaths,1,Global,3,Both,22,All ages,487,Leukemia,1,Number,2021,320283.6291596394,349049.9009372441,274969.4910875972
1,Deaths,1,Global,3,Both,22,All ages,487,Leukemia,2,Percent,2021,0.004719135500042232,0.005144679486328838,0.004124520764650628
1,Deaths,1,Global,3,Both,22,All ages,487,Leukemia,3,Rate,2021,4.058665439927069,4.423194446313224,3.48444025515682
1,Deaths,1,Global,3,Both,22,All ages,489,Other malignant neoplasms,1,Number,2021,222208.37152869167,240746.737961254,199406.3024104532
1,Deaths,1,Global,3,Both,22,All ages,489,Other malignant neoplasms,2,Percent,2021,0.0032741924288648802,0.0035009465427847343,0.0029665998103457413
1,Deaths,1,Global,3,Both,22,All ages,489,Other malignant neoplasms,3,Rate,2021,2.815846193426437,3.0507661840296505,2.52689614583317
1,Deaths,1,Global,3,Both,22,All ages,490,Other neoplasms,1,Number,2021,55179.06647064079,64295.47769535356,46760.974070001386
1,Deaths,1,Global,3,Both,22,All ages,490,Other neoplasms,2,Percent,2021,0.0008132396125714324,0.0009478821577387857,0.0006884013899338853
1,Deaths,1,Global,3,Both,22,All ages,490,Other neoplasms,3,Rate,2021,0.6992345212255702,0.8147585749244333,0.5925596318900356
1,Deaths,1,Global,3,Both,22,All ages,492,Rheumatic heart disease,1,Number,2021,373345.2125490109,444761.75851337955,324139.65308871766
1,Deaths,1,Global,3,Both,22,All ages,492,Rheumatic heart disease,2,Percent,2021,0.00550061064948961,0.00652654380843335,0.004840033621706409
1,Deaths,1,Global,3,Both,22,All ages,492,Rheumatic heart disease,3,Rate,2021,4.7310670086719675,5.636064456418739,4.1075293518839375
1,Deaths,1,Global,3,Both,22,All ages,619,"Endocrine, metabolic, blood, and immune disorders",1,Number,2021,175901.5380575136,190755.3707802846,154306.07188652275
1,Deaths,1,Global,3,Both,22,All ages,619,"Endocrine, metabolic, blood, and immune disorders",2,Percent,2021,0.0025921527562992683,0.0027850728469207228,0.0022827698594627523
1,Deaths,1,Global,3,Both,22,All ages,619,"Endocrine, metabolic, blood, and immune disorders",3,Rate,2021,2.2290414755735255,2.4172706950330083,1.9553816184110253
1,Deaths,1,Global,3,Both,22,All ages,627,Rheumatoid arthritis,1,Number,2021,37330.34841051817,43135.53926975925,31060.30451761872
1,Deaths,1,Global,3,Both,22,All ages,627,Rheumatoid arthritis,2,Percent,2021,0.0005500454579720307,0.0006295027061421225,0.0004615389423856161
1,Deaths,1,Global,3,Both,22,All ages,627,Rheumatoid arthritis,3,Rate,2021,0.4730538221754962,0.5466177679019842,0.3935992133910656
