biobank,cluster,n_publications,rank_cdf_ipf,term_cdf_ipf,cdf_ipf_score,df_score,ipf_score,rank_tfidf,term_tfidf,mean_tfidf_score
FinnGen,0,165,1,male,1.3400426076660457,0.9454545454545454,1.4173527581083176,1,male,0.1377165209331959
FinnGen,0,165,2,middle_aged,1.105902369602327,0.509090909090909,2.1723082260045707,2,female,0.10932069697404459
FinnGen,0,165,3,female male,1.0679356824273516,0.3575757575757576,2.9865997898392034,3,female male,0.08838200835046417
FinnGen,0,165,4,humans male,1.0273033232094588,0.3333333333333333,3.0819099696283767,4,middle_aged,0.08772673379318122
FinnGen,0,165,5,female,0.962801452707227,0.8727272727272727,1.1032099978936976,5,humans male,0.0835928980253876
FinnGen,1,61,1,causality,2.197121870859168,0.7540983606557377,2.9135746548349837,1,causality,0.24983249939317748
FinnGen,1,61,2,depressive_disorder_major,1.0598715582041212,0.26229508196721313,4.040760315653212,2,mendelian_randomization_analysis,0.10013408584931874
FinnGen,1,61,3,genomewide_association_study causality,0.8459807654976051,0.18032786885245902,4.69134788139581,3,depressive_disorder_major,0.09391129061523834
FinnGen,1,61,4,humans depressive_disorder_major,0.734610976756202,0.14754098360655737,4.979029953569814,4,genomewide_association_study causality,0.08062306975305886
FinnGen,1,61,5,depression,0.5780888843032692,0.14754098360655737,3.9181579936110467,5,genomewide_association_study,0.07434012420616128
FinnGen,2,183,1,risk_factors,0.8213316900998211,0.6338797814207651,1.2957215455885107,1,polymorphism_single_nucleotide,0.1241527794247384
FinnGen,2,183,2,polymorphism_single_nucleotide risk_factors,0.8127782525749333,0.26229508196721313,3.098717087941933,2,risk_factors,0.10662296099969172
FinnGen,2,183,3,humans mendelian_randomization_analysis,0.7616689622022954,0.5409836065573771,1.4079335361921217,3,humans mendelian_randomization_analysis,0.106533910392302
FinnGen,2,183,4,polymorphism_single_nucleotide,0.7230787053747909,0.8797814207650273,0.8218844912024021,4,mendelian_randomization_analysis,0.0938766075025397
FinnGen,2,183,5,genomewide_association_study polymorphism_single_nucleotide,0.708999848554932,0.23497267759562843,3.017371448501222,5,genetic_predisposition_to_disease,0.08788023531181618
FinnGen,3,73,1,pregnancy,2.8587664183475003,1.0,2.8587664183475003,1,pregnancy,0.24053024357246597
FinnGen,3,73,2,female pregnancy,1.3552666803934736,0.3424657534246575,3.957378706748943,2,female,0.13142962595767377
FinnGen,3,73,3,diabetes_gestational,1.2731162638359435,0.3150684931506849,4.040760315653212,3,female pregnancy,0.09943806451438612
FinnGen,3,73,4,preeclampsia,1.217763382799598,0.3013698630136986,4.040760315653212,4,diabetes_gestational,0.09396672947060013
FinnGen,3,73,5,female,1.1032099978936976,1.0,1.1032099978936976,5,humans female,0.08806793239442116
FinnGen,4,47,1,genetic_predisposition_to_disease polymorphism_single_nucleotide,2.019090301803798,0.5531914893617021,3.649894007106865,1,autoimmune_diseases,0.19561306229255557
FinnGen,4,47,2,autoimmune_diseases,2.000761528652449,0.5106382978723404,3.9181579936110467,2,genetic_predisposition_to_disease polymorphism_single_nucleotide,0.18538687980232396
FinnGen,4,47,3,mendelian_randomization_analysis autoimmune_diseases,1.0369509442602336,0.2127659574468085,4.873669438023098,3,genetic_predisposition_to_disease,0.12384181940251572
FinnGen,4,47,4,genetic_predisposition_to_disease,0.9504787498777432,0.7446808510638298,1.2763571784072552,4,polymorphism_single_nucleotide,0.107464822480365
FinnGen,4,47,5,humans mendelian_randomization_analysis,0.748900817123469,0.5319148936170213,1.4079335361921217,5,humans mendelian_randomization_analysis,0.0914818573586621
FinnGen,5,34,1,crohn_disease,3.2488177161438068,0.8529411764705882,3.8089587016858424,1,crohn_disease,0.27834933501754955
FinnGen,5,34,2,colitis_ulcerative,3.2199016867831767,0.8529411764705882,3.7750571500216554,2,inflammatory_bowel_diseases,0.273169681802367
FinnGen,5,34,3,inflammatory_bowel_diseases,3.170060817602873,0.8823529411764706,3.592735593283256,3,colitis_ulcerative,0.2643164453329957
FinnGen,5,34,4,colitis_ulcerative crohn_disease,2.2689967624758123,0.5294117647058824,4.285882773565423,4,colitis_ulcerative crohn_disease,0.1743375421448012
FinnGen,5,34,5,inflammatory_bowel_diseases colitis_ulcerative,1.3179785171214213,0.2647058823529412,4.979029953569814,5,inflammatory_bowel_diseases colitis_ulcerative,0.10070351725031126
FinnGen,6,100,1,gastrointestinal_microbiome,2.4055699074667336,1.0,2.4055699074667336,1,gastrointestinal_microbiome,0.30467433362060037
FinnGen,6,100,2,humans gastrointestinal_microbiome,1.5157550822244021,0.47,3.2250108132434088,2,humans gastrointestinal_microbiome,0.17645343570485816
