biobank,cluster,n_publications,rank_cdf_ipf,term_cdf_ipf,cdf_ipf_score,df_score,ipf_score,rank_tfidf,term_tfidf,mean_tfidf_score
UK Biobank,0,339,1,genotype,3.1373731885482576,1.0,3.1373731885482576,1,genotype,0.266575146449651
UK Biobank,0,339,2,genotype humans,2.201604917101743,0.5781710914454278,3.807877892334137,2,genotype humans,0.15691705783330434
UK Biobank,0,339,3,genomewide_association_study genotype,1.7096345501738945,0.41002949852507375,4.169540377762232,3,genomewide_association_study genotype,0.12112042638859442
UK Biobank,0,339,4,phenotype,0.7983756912461774,0.34513274336283184,2.313242387456873,4,phenotype,0.06909655886070716
UK Biobank,0,339,5,polymorphism_single_nucleotide,0.6611016654169876,0.44837758112094395,1.4744306880023605,5,polymorphism_single_nucleotide,0.06650166680575663
UK Biobank,1,1872,1,biological_specimen_banks,0.515735272151475,0.4097222222222222,1.2587437150815661,1,biological_specimen_banks,0.07474758360466101
UK Biobank,1,1872,2,united_kingdom,0.35964319651140014,0.3872863247863248,0.9286235363715049,2,united_kingdom,0.05829436441813544
UK Biobank,1,1872,3,animals,0.2781179390838427,0.07799145299145299,3.5660053559243394,3,risk_factors,0.03037942953490612
UK Biobank,1,1872,4,risk_factors,0.22265709554089713,0.20032051282051283,1.1115042209401584,4,animals,0.025735562392341354
UK Biobank,1,1872,5,crosssectional_studies,0.22052351642694695,0.0811965811965812,2.7159212023108203,5,female,0.022817023913117115
UK Biobank,2,207,1,air_pollution,3.636650066957735,0.9710144927536232,3.745206785374384,1,air_pollution,0.2680403508924043
UK Biobank,2,207,2,air_pollutants,3.4904883114633214,0.9130434782608695,3.8229157696979237,2,air_pollutants,0.25208347205898873
UK Biobank,2,207,3,particulate_matter,3.4026480636926344,0.8888888888888888,3.827979071654214,3,particulate_matter,0.24359703372365876
UK Biobank,2,207,4,environmental_exposure,3.2408456116936937,0.8599033816425121,3.7688485484303063,4,environmental_exposure,0.2337563991026196
UK Biobank,2,207,5,nitrogen_dioxide,2.1115131574513173,0.46859903381642515,4.506012614354873,5,nitrogen_dioxide,0.14292252559318155
UK Biobank,3,640,1,phenotype,1.568667493994192,0.678125,2.313242387456873,1,phenotype,0.17596532588082284
UK Biobank,3,640,2,humans genomewide_association_study,0.9279901402159414,0.259375,3.577793311675918,2,genomewide_association_study,0.13825405300281096
UK Biobank,3,640,3,genomewide_association_study,0.8878720644484286,0.796875,1.1141923946019496,3,polymorphism_single_nucleotide,0.10885088426797913
UK Biobank,3,640,4,polymorphism_single_nucleotide,0.8754432210014016,0.59375,1.4744306880023605,4,humans genomewide_association_study,0.10133504437661946
UK Biobank,3,640,5,phenotype polymorphism_single_nucleotide,0.7164246270201896,0.2015625,3.5543547387048164,5,phenotype polymorphism_single_nucleotide,0.06075771925932007
UK Biobank,4,692,1,genetic_predisposition_to_disease genomewide_association_study,1.9501600417721028,0.6979768786127167,2.79401811367763,1,genetic_predisposition_to_disease genomewide_association_study,0.16961318017719376
UK Biobank,4,692,2,genomewide_association_study humans,1.603185934366725,0.7196531791907514,2.2277202140196257,2,genomewide_association_study humans,0.16059905141345454
UK Biobank,4,692,3,genetic_predisposition_to_disease,1.3778688595139816,0.8092485549132948,1.7026522335422773,3,genomewide_association_study,0.1434368758062421
UK Biobank,4,692,4,genomewide_association_study,1.102921662286612,0.9898843930635838,1.1141923946019496,4,genetic_predisposition_to_disease,0.14142715886315704
